SITE_CODE,SHORT_TITLE,TITLE,SITE_TYPE,SUB_TYPE,STAGE,PROJ_CODE,PROJECT_TITLE,LONGITUDE,LATITUDE,EASTING,NORTHING,MGA_ZONE,COMMODITIES,COMMODITY_GROUP_NAME,TARGET_GROUP_NAME,MAP_LABEL_NAME,INCLUDE_COMMODITY_FLAG,MAP_COMMODITIES,ACTIVE_FLAG,SYMBOL,MAP_SERIES,CONFIDENTIALITY,MAP_SHEET_NO_100K,MAP_SHEET_NAME_100K,MAP_SHEET_NO_250K,MAP_SHEET_NAME_250K,LGA_NAME,DEVELOPMENT_REGION,DISTRICT_NO,DISTRICT_NAME,TECTONIC_UNIT,EXTRACT_DATE
S0022224,Boodarie Sand/Young,Boodarie Sand / Young,Mine,Openpit,Operating,J01534,Port Hedland Sand and Gravel / Young,118.509004000000004,-20.409006000000002,657452,7742534,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2657,PORT HEDLAND,SF50-04,PORT HEDLAND,"PORT HEDLAND, TOWN OF","PILBARA, Development Region",45,MARBLE BAR,Sisters Supersuite,20191210
S0022225,Southern Cross / Stephen,Southern Cross / Stephen,Mine,Openpit,Operating,J03192,Southern Cross Gypsum / Stephen,119.281976000000000,-31.248923000000001,717310,6540565,50,Gp,Industrial mineral,GYPSUM,Southern Cross,Y,Gp,Y,,Operating Mine,Public,2735,SOUTHERN CROSS,SH50-16,SOUTHERN CROSS,"YILGARN, SHIRE OF","WHEATBELT, Development Region",77,YILGARN M.F.,Yilgarn Craton granites,20191210
S0022230,Brockman 2 Pit 7,Brockman 2 - Pit 7 (Detritals),Mine,Openpit,Operating,J03932,Brockman 2 - Nammuldi - Silvergrass - Homestead / Rio Tinto,117.369300999999993,-22.441110999999999,538000,7518300,50,Fe,Iron,IRON ORE,,N,,,,,Public,2353,JEERINAH,SF50-11,MOUNT BRUCE,"ASHBURTON, SHIRE OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Hamersley Basin,20191210
S0022289,Windarra Sand/Ryles,Windarra Sand / Ryles,Mine,Openpit,Operating,J03199,Windarra Northeast Sand / Ryles,122.290341999999995,-28.459491000000000,430522,6851691,51,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3341,MOUNT VARDEN,SH51-02,LAVERTON,"LAVERTON, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",38,MT. MARGARET,Yilgarn Craton granites,20191210
S0022323,Onslow Main 1/NTC,Onslow Main 1 / NTC,Mine,Openpit,Operating,J03206,Onslow / NTC,115.087906000000004,-21.689083000000000,302178,7600366,50,Gvl Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1954,ONSLOW,SF50-05,ONSLOW,"ASHBURTON, SHIRE OF","PILBARA, Development Region",8,ASHBURTON M.F.,Peedamullah Shelf,20191210
S0022334,Hotham North,Hotham North,Mine,Openpit,Operating,J00776,Worsley,116.388099999999994,-32.736319999999999,442668,6377778,50,Bx,Alumina,BAUXITE - ALUMINA,,N,,,,,Public,2132,DWELLINGUP,SI50-02,PINJARRA,"BODDINGTON, SHIRE OF","PEEL, Development Region",70,SOUTH WEST M.F.,South West Terrane,20191210
S0022381,Lake Goorly M70/1191,Lake Goorly M70/1191,Mine,Openpit,Operating,J00805,Lake Goorly Gypsum / Bywaters,116.903160999999997,-29.966263999999999,490657,6684949,50,Gp,Industrial mineral,GYPSUM,,N,,,,,Public,2238,MONGERS,SH50-06,PERENJORI,"DALWALLINU, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20191210
S0022386,Burma Rd Bailup Gravel,Burma Road Bailup Gravel,Mine,Openpit,Operating,J03217,Burma Road,116.336619999999996,-31.758475000000001,437176,6486144,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2134,WOOROLOO,SH50-14,PERTH,"MUNDARING, SHIRE OF",METRO,70,SOUTH WEST M.F.,South West Terrane,20191210
S0022391,Main Portal,Argyle Main Decline Portal,Mine,Decline,Operating,J00768,Argyle Diamond,128.399796000000009,-16.723279999999999,436018,8150960,52,Dmd,Precious mineral,DIAMOND,,N,,,,,Public,4564,BOW,SE52-02,LISSADELL,"WYNDHAM-EAST KIMBERLEY, SHIRE OF","KIMBERLEY, Development Region",80,KIMBERLEY M.F.,Sally Downs Supersuite,20191210
S0022399,Hoffman Rd 1,Hoffman Rd - Yarloop Lot 1114,Mine,Openpit,Operating,J03218,Hoffman Rd - Yarloop,115.945204000000004,-32.950671999999997,401408,6353688,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2032,PINJARRA,SI50-02,PINJARRA,"HARVEY, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,South West Terrane,20191210
S0022400,Hoffman Rd 2,Hoffman Rd - Yarloop Lot 950,Mine,Openpit,Operating,J03218,Hoffman Rd - Yarloop,115.940053000000006,-32.946026000000003,400922,6354198,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2032,PINJARRA,SI50-02,PINJARRA,"HARVEY, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,South West Terrane,20191210
S0022414,King Rd,King Rd / Caversham,Mine,Openpit,Operating,J03219,King Rd / Caversham,115.903948000000000,-32.249333999999998,396750,6431400,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2033,FREMANTLE,SI50-02,PINJARRA,"SERPENTINE-JARRAHDALE, SHIRE OF","PEEL, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20191210
S0022436,Abercrombie Rd 2/WA Lmst,Postans - Abercrombie Rd 2 / WA Limestone,Mine,Openpit,Operating,J01602,Postans - Abercrombie Rd / WA Limestone,115.801710000000000,-32.216721000000000,387079,6434912,50,Sd Agg Lst,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2033,FREMANTLE,SI50-02,PINJARRA,"KWINANA, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20191210
S0022437,Abercrombie Rd 3/WA Lmst,Postans - Abercrombie Rd 3 / WA Limestone,Mine,Openpit,Operating,J01602,Postans - Abercrombie Rd / WA Limestone,115.800415000000001,-32.213997999999997,386953,6435213,50,Lst Sd Agg,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2033,FREMANTLE,SI50-02,PINJARRA,"KWINANA, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20191210
S0022447,Dogbolter,Dogbolter North and South,Mine,Openpit,Operating,J00009,Duketon / Regis Resources,122.342667000000006,-27.724042000000001,435205,6933193,51,Au Ag,Precious metal,GOLD,,N,,,,,Public,3342,DUKETON,SG51-14,DUKETON,"LAVERTON, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",38,MT. MARGARET,Burtville Terrane,20191210
S0022465,Lake Hillman M70/248,Lake Hillman M70/248,Mine,Openpit,Operating,J00825,Lake Hillman Gypsum / Lake Hillman,117.162906000000007,-30.306353999999999,515663,6647256,50,Gp,Industrial mineral,GYPSUM,,N,,,,,Public,2337,KALANNIE,SH50-11,BENCUBBIN,"DALWALLINU, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20191210
S0022466,Lake Hillman M70/342,Lake Hillman M70/342,Mine,Openpit,Operating,J00825,Lake Hillman Gypsum / Lake Hillman,117.163647999999995,-30.322061000000001,515732,6645515,50,Gp,Industrial mineral,GYPSUM,,N,,,,,Public,2337,KALANNIE,SH50-11,BENCUBBIN,"DALWALLINU, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20191210
S0022467,Harewoods Rd Lots 2 & 3  / Piacentini,Harewoods Road Lots 2 & 3 Dalyellup / Piacentini,Mine,Openpit,Operating,J03234,Capel Shire / Piacentini,115.614112000000006,-33.412560999999997,371137,6302117,50,Sd Lsd Lst,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2031,BUNBURY,SI50-06,COLLIE,"CAPEL, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Bunbury Trough,20191210
S0022469,Hopkins Rd 2/Lst BBCo,Hopkins Road 2 Nowergup / Limestone Building Block Co,Mine,Openpit,Operating,J00947,Hopkins Rd Nowergup / Limestone Building Block,115.765145000000004,-31.620473000000000,382879,6500969,50,Lst Dst,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2034,PERTH,SH50-14,PERTH,"WANNEROO, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20191210
S0022486,Johnston Rd Lot 2/Hanson,Johnston Rd  Lot 2 Wagerup / Hanson,Mine,Openpit,Operating,J03240,Johnston Road / Hanson Construction,115.764805999999993,-32.909198000000004,384492,6358103,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2032,PINJARRA,SI50-02,PINJARRA,"WAROONA, SHIRE OF","PEEL, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20191210
S0022522,Sand Prince W,Sand Prince West,Mine,Openpit,Operating,J00066,Comet Vale - Sand Queen,121.130071999999998,-29.960235999999998,319562,6684150,51,Au Zn Pb Cu Ag,Precious metal,GOLD,,N,,,,,Public,3138,MENZIES,SH51-05,MENZIES,"MENZIES, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",29,MENZIES,Eastern Goldfields Superterrane,20191210
S0022524,Kununurra Gravel M80/572,Kununurra Gravel M80/572,Mine,Openpit,Operating,J05144,Kununurra Gravel / Cooke and Rashmeed,128.612579000000011,-15.761876000000001,458500,8257366,52,Gvl Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,4666,KUNUNURRA,SD52-14,CAMBRIDGE GULF,"WYNDHAM-EAST KIMBERLEY, SHIRE OF","KIMBERLEY, Development Region",80,KIMBERLEY M.F.,Speewah Basin,20191210
S0022601,Hopetoun Lst/Fisher,Hopetoun Limestone / Fisher,Mine,Openpit,Operating,J03270,Hopetoun / Fisher,120.120849000000007,-33.909486999999999,233792,6244147,51,Aglime Lst Gvl Sd,Industrial mineral,LIMESTONE - LIMESAND,Hopetoun,Y,Aglime Lst Gvl Sd,Y,,Operating Mine,Public,2930,RAVENSTHORPE,SI51-05,RAVENSTHORPE,"RAVENSTHORPE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",74,PHILLIPS RIVER M.F.,"Northern Foreland, Albany-Fraser Orogen",20191210
S0022663,Roelands Quarry,Roelands Quarry,Mine,Openpit,Operating,J03278,Roelands Quarry,115.853711000000004,-33.287148999999999,393264,6316293,50,Aggm Agg Gran,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2031,BUNBURY,SI50-06,COLLIE,"HARVEY, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,South West Terrane,20191210
S0022687,Cockburn Rd,Cockburn Road - Lighthouse,Mine,Openpit,Operating,J00848,Coogee / Cockburn,115.768897999999993,-32.133369000000002,383880,6444117,50,Lst,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2033,FREMANTLE,SI50-02,PINJARRA,"COCKBURN, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20191210
S0022699,Wandena Rd Lot 8/Catalano,Wandena Rd Lot 8 Bullsbrook / Catalano,Mine,Openpit,Operating,J03288,Bullsbrook / Catalano,116.030899000000005,-31.615970999999998,408082,6501722,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2134,WOOROLOO,SH50-14,PERTH,"SWAN, CITY OF",METRO,70,SOUTH WEST M.F.,Beermullah Trough,20191210
S0022743,Havana,Havana,Mine,Openpit,Operating,J02723,Tropicana,124.540099999999995,-29.263359000000001,649633,6761853,51,Au Ag,Precious metal,GOLD,Havana,N,,Y,,Operating Mine,Public,3839,BARTLETT,SH51-08,PLUMRIDGE,"MENZIES, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",39,MT. MORGANS,Tropicana Zone,20191210
S0022785,Old Coast Rd Lot 5/Carbone,Old Coast Road  Lot 5 Myalup / Carbone,Mine,Openpit,Operating,J03370,South West Operations  / Carbone,115.715585000000004,-33.092751000000000,380137,6337697,50,Lst,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2031,BUNBURY,SI50-06,COLLIE,"HARVEY, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20191210
S0022787,Eagle Bay Gravel 2,Eagle Bay Gravel 2,Mine,Openpit,Operating,J03307,Eagle Bay Sand & Gravel,115.047697999999997,-33.567518000000000,318787,6284088,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1930,BUSSELTON,SI50-05,BUSSELTON,"BUSSELTON, CITY OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,"Pinjarra Orogen, Leeuwin Inlier",20191210
S0022809,Coconut Wells New,Coconut Wells New,Mine,Openpit,Operating,J00942,Coconut Wells - Broome,122.223318000000006,-17.846281000000001,417705,8026650,51,Gvl Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3362,BROOME,SE51-06,BROOME,"BROOME, SHIRE OF","KIMBERLEY, Development Region",4,WEST KIMBERLEY M.F.,Fitzroy Trough,20191210
S0022884,Utcha,Utcha - Hose North,Mine,Openpit,Operating,J00788,Port Gregory Garnet,114.206632999999997,-28.084809000000000,225503,6890251,50,Grt Ilm Zrn,Industrial mineral,HEAVY MINERAL SANDS,Port Gregory,Y,Grt Ilm Zrn,Y,,Operating Mine,Public,1741,HUTT,SH50-01,GERALDTON,"NORTHAMPTON, SHIRE OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Gascoyne Platform,20191210
S0022894,Ducane Rd Lot 1 North Boyanup,Ducane Road Lot 1 North Boyanup,Mine,Openpit,Operating,J03336,Gelorup - Ducane Road / Geographe Civil,115.678049999999999,-33.413626999999998,377084,6302076,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2031,BUNBURY,SI50-06,COLLIE,"CAPEL, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Bunbury Trough,20191210
S0022908,Lake Weelhamby South,Lake Weelhamby South,Mine,Openpit,Operating,J02222,Lake Weelhamby - Gingaba Well,116.457716000000005,-29.278540000000000,447323,6761032,50,Gp,Industrial mineral,GYPSUM,Lake Weelhamby,Y,Gp,Y,,Operating Mine,Public,2139,PERENJORI,SH50-06,PERENJORI,"PERENJORI, SHIRE OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20191210
S0022915,Austral Waterfall,Bruce Rock Granite - Austral Waterfall,Mine,Openpit,Operating,J02761,Bruce Rock Granite,118.200896999999998,-32.047618999999997,613376,6453655,50,Gran Dst,Construction material,DIMENSION STONE,,N,,,,,Public,2533,NAREMBEEN,SI50-03,CORRIGIN,"BRUCE ROCK, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20191210
S0022916,Austral Coffee,Bruce Rock Granite - Austral Coffee,Mine,Openpit,Operating,J02761,Bruce Rock Granite,118.186995999999994,-32.069439000000003,612037,6451251,50,Gran Dst,Construction material,DIMENSION STONE,,N,,,,,Public,2533,NAREMBEEN,SI50-03,CORRIGIN,"BRUCE ROCK, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20191210
S0022929,Wagtail North,Wagtail North,Mine,Decline,Operating,J01508,Halls Creek - Lamboo Gold,127.353797999999998,-18.421173000000000,326128,7962427,52,Au Ag,Precious metal,GOLD,,N,,,,,Public,4361,ANGELO,SE52-09,MOUNT RAMSAY,"HALLS CREEK, SHIRE OF","KIMBERLEY, Development Region",80,KIMBERLEY M.F.,Sally Downs Supersuite,20191210
S0022940,Military Rd Lot 1/Civex,Military Rd Lot 1 Wilbinga / Civex,Mine,Openpit,Operating,J03346,Wilbinga / Civex,115.683402999999998,-31.401360000000000,374834,6525166,50,Lst,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2035,GINGIN,SH50-14,PERTH,"GINGIN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20191210
S0022971,Lake Cowan Gypsum 3,Lake Cowan Gypsum / Whitfield 3 -M63/170,Mine,Openpit,Operating,J01324,Lake Cowan Gypsum / Whitfield,121.724898999999994,-32.231330999999997,379858,6433209,51,Gp,Industrial mineral,GYPSUM,,Y,Gp,Y,,Operating Mine,Public,3233,NORSEMAN,SI51-02,NORSEMAN,"DUNDAS, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",63,DUNDAS M.F.,Eastern Goldfields Superterrane,20191210
S0022982,NW Sector,Marillana - Northwest Sector,Mine,Openpit,Operating,J03359,Marillana / Brockman Mining,119.209602000000004,-22.587499999999999,727165,7500459,50,Fe Mn,Iron,IRON ORE,Marillana (Test pit),N,,Y,,Operating Mine,Public,2752,WEELI WOLLI,SF50-12,ROY HILL,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Hamersley Basin,20191210
S0023009,Turner River Dune Sand South/Holcim,Turner River Dune Sand South / Holcim,Mine,Openpit,Operating,J04450,Turner River Dune Sand / Holcim,118.466401000000005,-20.496659999999999,652919,7732871,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2557,THOUIN,SF50-03,ROEBOURNE,"PORT HEDLAND, TOWN OF","PILBARA, Development Region",45,MARBLE BAR,Split Rock Supersuite,20191210
S0023024,PAN 8/6,PAN 8/6,Mine,Openpit,Under Development,J00480,Murrin Murrin / Minara,121.866257000000004,-28.806592999999999,389365,6812914,51,Ni Co,Steel alloy metal,NICKEL,,N,,,,,Public,3240,MINERIE,SH51-02,LAVERTON,"LAVERTON, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",39,MT. MORGANS,Eastern Goldfields Superterrane,20191210
S0023052,Main Break,Main Break,Mine,Openpit,Operating,J01407,East Pilbara Iron Ore / FMG,119.260399000000007,-22.285520999999999,732894,7533827,50,Fe,Iron,IRON ORE,,N,,,,,Public,2753,MOUNT MARSH,SF50-12,ROY HILL,"ASHBURTON, SHIRE OF","PILBARA, Development Region",45,MARBLE BAR,Hamersley Basin,20191210
S0023087,Lake Clifton / Hull,Lake Clifton  / Hull,Mine,Openpit,Operating,J01177,Lake Clifton / Hull,115.705001999999993,-32.855549000000003,378826,6363984,50,Lst,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2032,PINJARRA,SI50-02,PINJARRA,"WAROONA, SHIRE OF","PEEL, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20191210
S0023090,Moora Silica,Moora Silica - Coomberdale,Mine,Openpit,Operating,J00918,Kemerton Silicon / Simcoa,116.036499000000006,-30.518799999999999,407558,6623330,50,SiO2 Chert,Industrial mineral,SILICA - SILICA SAND,Moora,Y,SiO2 Chert,Y,,Operating Mine,Public,2136,MOORA,SH50-10,MOORA,"MOORA, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Moora Basin,20191210
S0023091,Jonah Bore Sand,Jonah Bore Sand,Mine,Openpit,Operating,J03376,Jonah Bore,120.443054000000004,-27.946317000000001,248423,6906112,51,Sd Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2942,DEPOT SPRINGS,SG51-13,SIR SAMUEL,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",36,LAWLERS,Yilgarn Craton granites,20191210
S0023160,Walyunga Rd Lot5/Brikmakers,Walyunga Road Lot 5 Bullsbrook / Brikmakers,Mine,Openpit,Operating,J03395,Bullsbrook - Toodyay / BGC,116.042265999999998,-31.729081000000001,409270,6489194,50,Agg Sd Cyfi,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2134,WOOROLOO,SH50-14,PERTH,"SWAN, CITY OF",METRO,70,SOUTH WEST M.F.,South West Terrane,20191210
S0023162,Quintin Sand,Riverdale Road Lot 4710 / Quintin,Mine,Openpit,Operating,J03397,Cookernup / Quintin,115.824423999999993,-32.990862000000000,390168,6349112,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2032,PINJARRA,SI50-02,PINJARRA,"HARVEY, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20191210
S0023166,Wandoo N,Wandoo North,Mine,Openpit,Operating,J00026,Boddington Gold,116.341899999999995,-32.741345000000003,438344,6377195,50,Au Cu As Bi,Precious metal,GOLD,,N,,,,,Public,2132,DWELLINGUP,SI50-02,PINJARRA,"BODDINGTON, SHIRE OF","PEEL, Development Region",70,SOUTH WEST M.F.,South West Terrane,20191210
S0023206,UG,Frogs Leg Underground,Mine,Decline,Operating,J04814,Mungari / Evolution,121.270103000000006,-30.761579999999999,334432,6595542,51,Au Ag,Precious metal,GOLD,Frogs Leg,N,,Y,,Operating Mine,Public,3136,KALGOORLIE,SH51-09,KALGOORLIE,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",15,COOLGARDIE,Eastern Goldfields Superterrane,20191210
S0023226,Wellesley Rd Lot 70/APH,Wellesley Rd Lot 70 Wellesley / APH,Mine,Openpit,Operating,J03420,Wellesley Road Sand / APH,115.745679999999993,-33.153145000000002,383026,6331035,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2031,BUNBURY,SI50-06,COLLIE,"HARVEY, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20191210
S0023312,Moore River Hill/Shire,Moore River Hill / Gingin Shire,Mine,Openpit,Operating,J03445,Moore River / Shire of Gingin,115.511796000000004,-31.329035000000001,358410,6532976,50,Lst,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2035,GINGIN,SH50-14,PERTH,"GINGIN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Vlaming Sub-basin,20191210
S0023314,Paraburdoo Sand 3/Hanson,Paraburdoo Sand 3 / Hanson,Mine,Openpit,Operating,J00847,Paraburdoo Sand and Gravel / Hanson Construction,117.576605000000001,-23.120011000000002,559040,7443078,50,Sd Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2451,PARABURDOO,SF50-15,TUREE CREEK,"ASHBURTON, SHIRE OF","PILBARA, Development Region",47,WEST PILBARA M.F.,South Pilbara Sub-basin,20191210
S0023322,Weaber Plain North,Weaber Plain North,Mine,Openpit,Operating,J03286,Weaber Plain,128.743353000000013,-15.738917000000001,472505,8259927,52,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,4666,KUNUNURRA,SD52-14,CAMBRIDGE GULF,"WYNDHAM-EAST KIMBERLEY, SHIRE OF","KIMBERLEY, Development Region",80,KIMBERLEY M.F.,Burt Range Shelf,20191210
S0023324,Millbank,Millbank,Mine,Openpit,Operating,J03445,Moore River / Shire of Gingin,115.551201000000006,-31.117901000000000,361852,6556428,50,Lst Sd,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2035,GINGIN,SH50-14,PERTH,"GINGIN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Beermullah Trough,20191210
S0023325,Runnymede Rd Lot 4/Catalano,Runnymede Rd Lot 4 Wellesley / Catalano,Mine,Openpit,Operating,J03290,Harvey-Bunbury / Catalano,115.744577000000007,-33.145209999999999,382912,6331913,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2031,BUNBURY,SI50-06,COLLIE,"HARVEY, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20191210
S0023326,Indian Ocean Drive/Meteor Stone,Indian Ocean Drive Lots 104-106 Breton Bay / Meteor Stone,Mine,Openpit,Operating,J03448,Lancelin Road / Meteor Stone,115.473130999999995,-31.211454000000000,354550,6545959,50,Lst-Lsd Lsd,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,1935,LEDGE POINT,SH50-13,LEDGE POINT,"GINGIN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Vlaming Sub-basin,20191210
S0023329,Lot 520,Bussell Highway - Lot 520,Mine,Openpit,Operating,J03290,Harvey-Bunbury / Catalano,115.619904000000005,-33.449299000000003,371729,6298050,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2031,BUNBURY,SI50-06,COLLIE,"CAPEL, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Bunbury Trough,20191210
S0023370,Dunham River,Dunham River Gravel,Mine,Openpit,Operating,J03461,Dunham River Gravel,128.603823000000006,-15.832243999999999,457577,8249581,52,Gvl Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,4666,KUNUNURRA,SD52-14,CAMBRIDGE GULF,"WYNDHAM-EAST KIMBERLEY, SHIRE OF","KIMBERLEY, Development Region",80,KIMBERLEY M.F.,Carr Boyd Basin,20191210
S0023372,Orange Grove,Orange Grove - Bridgetown Black,Mine,Openpit,Operating,J03463,Orange Grove - Bridgetown,116.076931000000002,-33.981777999999998,414737,6239480,50,Dst BlackGran Dlt,Construction material,DIMENSION STONE,,N,,,,,Public,2130,BRIDGETOWN,SI50-06,COLLIE,"BRIDGETOWN-GREENBUSHES, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,South West Terrane,20191210
S0023486,Clay,Kwinana Alumina Clay Pit,Mine,Openpit,Operating,J00777,Jarrahdale - Kwinana,115.843299999999999,-32.299801000000002,391097,6425745,50,Cyfi,Construction material,CLAYS,,N,,,,,Public,2033,FREMANTLE,SI50-02,PINJARRA,"ROCKINGHAM, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20191210
S0023498,Lounge Lizard Ni,Lounge Lizard Nickel Underground,Mine,Decline,Operating,J00757,Forrestania Nickel / Western Areas,119.692189999999997,-32.425578999999999,753150,6409200,50,Ni,Steel alloy metal,NICKEL,,N,,,,,Public,2833,HOLLAND,SI50-04,HYDEN,"KONDININ, SHIRE OF","WHEATBELT, Development Region",77,YILGARN M.F.,Youanmi Terrane,20191210
S0023559,Kings,Kings-Solomon,Mine,Openpit,Operating,J01646,Solomon - Greater Solomon,117.869826000000003,-22.159468000000000,589686,7549265,50,Fe,Iron,IRON ORE,Kings,N,,Y,,Operating Mine,Public,2453,MCRAE,SF50-11,MOUNT BRUCE,"ASHBURTON, SHIRE OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Hamersley Basin,20191210
S0023587,Carbunup Rd South Lot 4728/APH,Carbunup Rd South Lot 4728 Kaloorup / APH,Mine,Openpit,Operating,J02764,Carbunup Sand and Gravel / APH,115.175003000000004,-33.800179000000000,331060,6258502,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1930,BUSSELTON,SI50-05,BUSSELTON,"BUSSELTON, CITY OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Treeton Terrace,20191210
S0023588,Boundary Rd Lot 4729/APH,Boundary Rd Lot 4729 Kaloorup / APH,Mine,Openpit,Operating,J02764,Carbunup Sand and Gravel / APH,115.169516000000002,-33.815797000000003,330584,6256761,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1930,BUSSELTON,SI50-05,BUSSELTON,"BUSSELTON, CITY OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Treeton Terrace,20191210
